BP,Temp,CO2,Radiation
-166300,-8.356,186.938,442.489
-166200,-8.423,186.631,441.745
-166100,-8.235,186.324,441.001
-166000,-8.099,186.017,440.257
-165900,-8.531,185.71,439.577
-165800,-8.562,185.403,438.898
-165700,-8.339,185.096,438.219
-165600,-8.1,184.789,437.54
-165500,-7.951,184.482,436.861
-165400,-7.821,184.175,436.182
-165300,-8.208,183.868,435.503
-165200,-8.304,184.067,434.824
-165100,-8.353,184.408,434.145
-165000,-8.415,184.75,433.466
-164900,-8.297,185.092,432.882
-164800,-8.155,185.434,432.299
-164700,-8.469,185.776,431.716
-164600,-8.705,186.117,431.133
-164500,-8.56,186.459,430.55
-164400,-8.473,186.801,429.967
-164300,-8.326,187.143,429.384
-164200,-7.937,187.485,428.801
-164100,-7.634,187.827,428.218
-164000,-7.747,188.168,427.635
-163900,-7.663,188.51,427.17
-163800,-7.442,188.852,426.706
-163700,-7.285,189.194,426.242
-163600,-7.009,189.536,425.778
-163500,-6.887,189.877,425.314
-163400,-7.014,190.219,424.85
-163300,-7.047,190.561,424.386
-163200,-7.038,190.903,423.922
-163100,-7.229,191.245,423.458
-163000,-6.675,191.586,422.994
-162900,-6.255,192.091,422.663
-162800,-6.314,192.603,422.334
-162700,-6.517,193.114,422.005
-162600,-6.133,193.626,421.676
-162500,-5.536,194.138,421.347
-162400,-5.752,194.649,421.018
-162300,-6.346,195.161,420.689
-162200,-6.6,195.672,420.36
-162100,-6.688,196.184,420.031
-162000,-7.183,196.695,419.702
-161900,-7.244,197.207,419.512
-161800,-7.076,197.719,419.323
-161700,-7.261,198.23,419.134
-161600,-7.396,198.742,418.945
-161500,-7.624,199.253,418.756
-161400,-7.868,199.765,418.567
-161300,-7.508,200.277,418.378
-161200,-7.352,200.788,418.189
-161100,-7.452,201.3,418
-161000,-7.014,201.811,417.811
-160900,-6.948,202.323,417.761
-160800,-6.969,202.835,417.712
-160700,-7.043,203.346,417.663
-160600,-7.258,203.858,417.614
-160500,-6.789,204.369,417.565
-160400,-6.777,204.058,417.516
-160300,-6.677,203.694,417.467
-160200,-6.747,203.33,417.418
-160100,-6.363,202.967,417.369
-160000,-6.026,202.603,417.32
-159900,-6.342,202.239,417.405
-159800,-6.438,201.875,417.49
-159700,-6.316,201.511,417.575
-159600,-5.819,201.148,417.66
-159500,-5.923,200.784,417.745
-159400,-6.178,200.42,417.83
-159300,-5.486,200.056,417.915
-159200,-5.516,199.692,418
-159100,-6.195,199.329,418.085
-159000,-6.689,198.965,418.17
-158900,-6.722,198.601,418.374
-158800,-7.143,198.237,418.579
-158700,-7.627,197.873,418.784
-158600,-7.992,197.509,418.989
-158500,-7.378,197.146,419.194
-158400,-6.816,196.782,419.399
-158300,-6.792,196.418,419.604
-158200,-6.948,196.054,419.809
-158100,-7.307,195.69,420.014
-158000,-7.89,195.327,420.219
-157900,-7.744,194.963,420.528
-157800,-7.675,194.599,420.837
-157700,-7.862,194.235,421.146
-157600,-7.765,193.871,421.455
-157500,-7.768,193.508,421.764
-157400,-8.115,193.144,422.073
-157300,-8.572,192.78,422.382
-157200,-8.501,192.416,422.691
-157100,-8.567,192.052,423
-157000,-8.56,191.688,423.309
-156900,-8.522,191.325,423.701
-156800,-8.499,190.961,424.093
-156700,-8.48,190.597,424.485
-156600,-8.19,190.233,424.877
-156500,-8.457,189.869,425.269
-156400,-8.858,189.506,425.661
-156300,-8.851,189.142,426.053
-156200,-8.454,188.778,426.445
-156100,-8.304,188.414,426.837
-156000,-8.788,188.05,427.229
-155900,-8.53,187.687,427.679
-155800,-8.122,187.323,428.129
-155700,-8.076,186.959,428.579
-155600,-8.36,186.595,429.029
-155500,-8.203,186.231,429.479
-155400,-8.093,185.867,429.929
-155300,-8.065,185.504,430.379
-155200,-8.522,185.919,430.829
-155100,-8.71,186.341,431.279
-155000,-8.594,186.764,431.729
-154900,-8.811,187.187,432.21
-154800,-8.973,187.609,432.691
-154700,-8.198,188.032,433.172
-154600,-7.578,188.455,433.653
-154500,-7.591,188.877,434.134
-154400,-7.952,189.049,434.615
-154300,-8.044,189.119,435.096
-154200,-7.645,189.189,435.577
-154100,-7.716,189.258,436.058
-154000,-7.637,189.328,436.539
-153900,-7.706,189.397,437.02
-153800,-7.953,189.467,437.501
-153700,-8.082,189.536,437.982
-153600,-7.914,189.606,438.463
-153500,-7.531,189.676,438.944
-153400,-7.279,189.745,439.425
-153300,-7.681,189.815,439.906
-153200,-7.769,189.884,440.387
-153100,-7.67,189.954,440.868
-153000,-7.66,190.024,441.349
-152900,-7.568,190.093,441.8
-152800,-7.56,190.163,442.251
-152700,-7.719,190.232,442.703
-152600,-7.914,190.302,443.154
-152500,-8.088,190.371,443.605
-152400,-8.149,190.441,444.056
-152300,-7.826,190.511,444.507
-152200,-7.711,190.58,444.958
-152100,-7.816,190.65,445.409
-152000,-7.89,190.719,445.86
-151900,-7.862,190.789,446.249
-151800,-7.699,190.858,446.638
-151700,-7.396,190.928,447.027
-151600,-7.384,190.998,447.416
-151500,-7.416,191.067,447.805
-151400,-7.233,191.137,448.194
-151300,-6.948,191.206,448.583
-151200,-6.91,191.276,448.972
-151100,-6.871,191.346,449.361
-151000,-6.677,191.415,449.75
-150900,-6.707,191.485,450.049
-150800,-7.173,191.554,450.348
-150700,-7.421,191.624,450.647
-150600,-7.199,191.693,450.946
-150500,-6.947,191.763,451.245
-150400,-7.083,191.833,451.544
-150300,-7.401,191.903,451.843
-150200,-7.493,192.008,452.142
-150100,-7.331,192.113,452.441
-150000,-7.357,192.217,452.74
-149900,-7.568,192.322,452.923
-149800,-7.606,192.427,453.106
-149700,-7.634,192.532,453.289
-149600,-7.654,192.637,453.472
-149500,-7.533,192.741,453.655
-149400,-7.493,192.846,453.838
-149300,-7.59,192.951,454.021
-149200,-7.621,193.056,454.204
-149100,-7.563,193.16,454.387
-149000,-7.64,193.265,454.57
-148900,-7.734,193.37,454.619
-148800,-7.84,193.475,454.668
-148700,-7.84,193.579,454.717
-148600,-7.675,193.684,454.766
-148500,-7.684,193.789,454.815
-148400,-7.583,193.894,454.864
-148300,-7.605,193.999,454.913
-148200,-8.039,194.103,454.962
-148100,-8.457,194.208,455.011
-148000,-8.437,194.313,455.06
-147900,-8.314,194.418,454.965
-147800,-8.252,194.522,454.87
-147700,-8.01,194.627,454.775
-147600,-8.03,194.732,454.68
-147500,-8.114,194.837,454.585
-147400,-8.082,194.941,454.49
-147300,-8.02,195.046,454.395
-147200,-7.998,195.151,454.3
-147100,-7.935,195.256,454.205
-147000,-7.895,195.36,454.109
-146900,-8.001,195.465,453.872
-146800,-8.019,195.57,453.635
-146700,-7.987,195.675,453.398
-146600,-7.863,195.78,453.161
-146500,-7.749,195.884,452.924
-146400,-7.794,195.989,452.687
-146300,-7.921,196.094,452.45
-146200,-7.994,196.199,452.213
-146100,-8.086,196.303,451.976
-146000,-8.333,196.408,451.739
-145900,-8.445,196.513,451.372
-145800,-8.348,196.618,451.005
-145700,-8.461,196.722,450.638
-145600,-8.578,196.827,450.271
-145500,-8.449,196.932,449.904
-145400,-8.231,196.925,449.537
-145300,-8.087,196.711,449.17
-145200,-7.976,196.496,448.803
-145100,-7.942,196.282,448.436
-145000,-8.197,196.067,448.068
-144900,-8.313,195.853,447.595
-144800,-8.228,195.638,447.122
-144700,-8.003,195.424,446.649
-144600,-7.878,195.21,446.176
-144500,-7.816,194.995,445.703
-144400,-7.75,194.781,445.23
-144300,-7.887,194.566,444.757
-144200,-8.147,194.352,444.284
-144100,-8.126,194.137,443.811
-144000,-8.009,193.923,443.338
-143900,-8.382,193.709,442.794
-143800,-8.826,193.494,442.25
-143700,-8.698,193.28,441.706
-143600,-8.444,193.065,441.162
-143500,-8.34,192.851,440.618
-143400,-8.327,192.636,440.074
-143300,-8.262,192.422,439.53
-143200,-8.15,192.208,438.986
-143100,-8.139,191.993,438.442
-143000,-8.419,191.779,437.897
-142900,-8.569,191.564,437.324
-142800,-8.662,191.35,436.751
-142700,-8.715,191.136,436.178
-142600,-8.593,190.921,435.605
-142500,-8.38,190.707,435.032
-142400,-8.29,190.492,434.459
-142300,-8.297,190.733,433.886
-142200,-8.135,191.317,433.313
-142100,-8.234,191.9,432.74
-142000,-8.531,192.484,432.167
-141900,-8.41,193.068,431.614
-141800,-8.481,193.651,431.061
-141700,-8.556,194.235,430.508
-141600,-8.644,194.819,429.955
-141500,-8.633,195.403,429.402
-141400,-8.47,195.986,428.849
-141300,-8.325,196.473,428.296
-141200,-8.42,196.248,427.743
-141100,-8.75,196.023,427.19
-141000,-8.61,195.798,426.637
-140900,-8.215,195.573,426.15
-140800,-8.297,195.348,425.663
-140700,-8.511,195.123,425.176
-140600,-8.634,194.898,424.689
-140500,-8.584,194.673,424.202
-140400,-8.413,194.448,423.715
-140300,-8.421,194.223,423.228
-140200,-8.83,193.998,422.741
-140100,-8.98,193.774,422.254
-140000,-8.704,193.549,421.768
-139900,-8.491,193.324,421.395
-139800,-8.57,193.099,421.022
-139700,-8.759,192.874,420.649
-139600,-8.799,192.649,420.276
-139500,-8.62,192.424,419.902
-139400,-8.4,192.223,419.529
-139300,-8.409,192.05,419.156
-139200,-8.526,191.878,418.783
-139100,-8.327,191.706,418.41
-139000,-8.3,191.533,418.039
-138900,-8.506,191.361,417.82
-138800,-8.639,191.189,417.602
-138700,-8.67,191.017,417.384
-138600,-8.69,190.844,417.166
-138500,-8.683,190.672,416.948
-138400,-8.653,190.5,416.73
-138300,-8.961,190.328,416.512
-138200,-9.222,190.356,416.294
-138100,-8.957,190.958,416.076
-138000,-8.625,191.559,415.86
-137900,-8.125,192.161,415.826
-137800,-7.696,192.762,415.792
-137700,-7.508,193.364,415.758
-137600,-7.46,193.702,415.724
-137500,-7.578,194.024,415.69
-137400,-7.834,194.345,415.656
-137300,-7.961,194.572,415.622
-137200,-7.893,194.779,415.588
-137100,-7.728,194.986,415.554
-137000,-7.53,195.194,415.521
-136900,-7.691,195.401,415.692
-136800,-7.861,195.608,415.864
-136700,-7.477,195.815,416.035
-136600,-7.324,197.198,416.206
-136500,-7.522,199.398,416.377
-136400,-7.395,201.598,416.548
-136300,-7.472,202.392,416.719
-136200,-7.793,202.209,416.89
-136100,-7.499,202.027,417.061
-136000,-7.145,201.844,417.234
-135900,-7.311,200.84,417.616
-135800,-7.326,199.578,417.998
-135700,-7.126,198.315,418.38
-135600,-6.907,198.893,418.762
-135500,-6.863,199.849,419.144
-135400,-7.314,200.805,419.526
-135300,-7.463,201.761,419.908
-135200,-7.254,202.717,420.29
-135100,-7.159,203.673,420.672
-135000,-6.882,204.616,421.056
-134900,-6.909,205.155,421.637
-134800,-6.879,205.694,422.218
-134700,-6.254,206.233,422.799
-134600,-5.746,206.772,423.38
-134500,-5.898,207.31,423.961
-134400,-6.007,207.849,424.542
-134300,-5.812,208.388,425.123
-134200,-5.485,208.987,425.704
-134100,-5.292,210.72,426.285
-134000,-4.864,212.454,426.868
-133900,-4.467,214.188,427.624
-133800,-4.435,215.921,428.38
-133700,-3.968,217.655,429.136
-133600,-3.23,219.389,429.892
-133500,-3.359,221.122,430.648
-133400,-3.813,222.856,431.404
-133300,-3.74,224.361,432.16
-133200,-3.577,225.422,432.916
-133100,-3.772,226.484,433.672
-133000,-3.648,227.545,434.43
-132900,-3.331,228.607,435.317
-132800,-2.963,229.668,436.204
-132700,-2.603,230.73,437.091
-132600,-2.577,231.791,437.978
-132500,-2.536,232.853,438.865
-132400,-2.438,233.914,439.752
-132300,-2.509,234.976,440.639
-132200,-2.76,236.037,441.526
-132100,-2.697,237.099,442.413
-132000,-2.309,238.16,443.301
-131900,-2.232,239.222,444.263
-131800,-1.619,240.283,445.225
-131700,-1.483,241.421,446.187
-131600,-1.645,242.567,447.149
-131500,-1.904,243.714,448.111
-131400,-1.3,244.861,449.073
-131300,-0.373,246.008,450.035
-131200,-0.323,247.154,450.998
-131100,-0.695,248.301,451.96
-131000,-0.559,249.448,452.922
-130900,-0.465,250.595,453.888
-130800,-0.253,251.741,454.854
-130700,0.136,252.888,455.82
-130600,0.351,254.035,456.786
-130500,0.547,255.181,457.752
-130400,0.634,256.328,458.718
-130300,0.878,257.475,459.684
-130200,1.09,258.622,460.65
-130100,1.802,259.716,461.616
-130000,1.314,260.784,462.581
-129900,1.398,261.851,463.475
-129800,1.768,262.919,464.369
-129700,2.123,263.512,465.264
-129600,1.42,263.715,466.158
-129500,-0.104,263.919,467.052
-129400,1.463,264.606,467.946
-129300,2.655,269.21,468.84
-129200,2.056,273.814,469.734
-129100,1.401,278.418,470.628
-129000,1.494,282.781,471.52
-128900,1.988,283.936,472.264
-128800,2.427,285.091,473.008
-128700,1.879,286.246,473.752
-128600,2.365,286.862,474.496
-128500,3.06,286.98,475.24
-128400,3.167,287.099,475.984
-128300,2.73,274.1,476.728
-128200,2.684,274.252,477.472
-128100,2.665,274.404,478.216
-128000,2.213,274.556,478.957
-127900,2.226,274.708,479.477
-127800,2.55,274.86,479.997
-127700,2.25,275.012,480.517
-127600,2.496,275.164,481.037
-127500,2.306,275.316,481.557
-127400,2.456,274.494,482.077
-127300,2.418,272.482,482.597
-127200,2.202,270.469,483.117
-127100,2.042,268.457,483.637
-127000,2.061,266.444,484.153
-126900,1.706,264.432,484.391
-126800,2.057,262.597,484.629
-126700,2.5,262.567,484.867
-126600,1.622,262.537,485.105
-126500,0.96,262.508,485.343
-126400,0.956,263.263,485.581
-126300,1.015,264.281,485.819
-126200,0.423,265.299,486.057
-126100,0.285,266.316,486.295
-126000,0.453,267.656,486.529
-125900,0.585,270.075,486.447
-125800,0.5,272.494,486.365
-125700,0.478,273.98,486.283
-125600,1.097,274.371,486.201
-125500,1.029,274.761,486.119
-125400,0.686,275.152,486.037
-125300,1.059,275.543,485.955
-125200,0.87,275.934,485.873
-125100,0.442,276.325,485.791
-125000,0.065,276.715,485.705
-124900,0.107,277.106,485.294
-124800,0.631,277.848,484.883
-124700,0.604,278.7,484.472
-124600,0.649,279.553,484.061
-124500,0.589,276.183,483.65
-124400,0.443,271.089,483.239
-124300,0.536,266.304,482.828
-124200,0.598,266.371,482.417
-124100,1.24,266.438,482.006
-124000,0.51,266.505,481.591
-123900,0.581,266.572,480.868
-123800,0.715,268.797,480.145
-123700,0.366,269.442,479.422
-123600,0.253,270.087,478.699
-123500,0.284,270.732,477.976
-123400,0.459,271.377,477.253
-123300,0.824,272.023,476.53
-123200,-0.006,272.668,475.807
-123100,-0.487,273.313,475.084
-123000,-0.355,273.958,474.357
-122900,-0.159,274.603,473.371
-122800,-0.744,275.248,472.385
-122700,-0.144,275.894,471.399
-122600,0.281,276.46,470.413
-122500,0.233,275.793,469.427
-122400,0.137,275.127,468.441
-122300,0.467,274.46,467.455
-122200,0.355,273.793,466.469
-122100,-0.147,273.127,465.483
-122000,0.162,272.46,464.495
-121900,0.581,272.456,463.316
-121800,0.059,272.877,462.137
-121700,-0.165,273.297,460.958
-121600,-0.6,273.717,459.779
-121500,-0.617,274.137,458.6
-121400,-0.645,274.557,457.421
-121300,-0.243,274.977,456.242
-121200,-0.462,275.398,455.063
-121100,-0.927,275.818,453.884
-121000,-0.698,276.238,452.704
-120900,-0.59,276.658,451.423
-120800,-0.313,277.078,450.142
-120700,-0.045,277.498,448.861
-120600,0.073,276.7,447.58
-120500,-0.401,274.777,446.299
-120400,-0.78,272.854,445.018
-120300,-0.863,270.931,443.737
-120200,-1.086,269.008,442.456
-120100,-1.161,267.085,441.175
-120000,-0.939,265.219,439.894
-119900,-1.44,266.152,438.61
-119800,-1.267,267.084,437.326
-119700,-0.733,268.017,436.042
-119600,-1.254,268.95,434.758
-119500,-1.081,269.883,433.474
-119400,-1.276,270.815,432.19
-119300,-1.381,271.748,430.906
-119200,-1.245,272.15,429.622
-119100,-0.516,272.355,428.338
-119000,-1.06,272.56,427.055
-118900,-1.265,272.766,425.865
-118800,-1.751,272.971,424.675
-118700,-0.607,273.176,423.485
-118600,-0.64,273.381,422.295
-118500,-1.115,273.587,421.105
-118400,-1.456,273.792,419.915
-118300,-1.129,273.121,418.725
-118200,-0.93,272.414,417.535
-118100,-1.152,271.707,416.345
-118000,-1.683,271.001,415.158
-117900,-1.858,270.294,414.151
-117800,-1.787,269.587,413.144
-117700,-1.546,268.88,412.137
-117600,-1.097,268.173,411.13
-117500,-1.611,267.528,410.123
-117400,-1.733,267.148,409.116
-117300,-1.456,266.769,408.109
-117200,-1.824,266.39,407.102
-117100,-1.51,266.01,406.095
-117000,-1.486,265.631,405.091
-116900,-1.8,265.251,404.341
-116800,-2.235,264.872,403.591
-116700,-2.524,264.492,402.841
-116600,-2.67,264.113,402.091
-116500,-2.67,263.733,401.341
-116400,-2.732,263.354,400.591
-116300,-2.826,262.974,399.841
-116200,-2.872,262.595,399.091
-116100,-2.959,263.064,398.341
-116000,-3.174,263.815,397.595
-115900,-3.524,264.567,397.156
-115800,-2.998,265.318,396.717
-115700,-2.581,266.07,396.278
-115600,-2.47,266.822,395.839
-115500,-2.47,267.573,395.4
-115400,-2.47,268.325,394.961
-115300,-2.478,269.076,394.522
-115200,-3.688,269.828,394.083
-115100,-4.025,270.579,393.644
-115000,-3.475,271.331,393.209
-114900,-3.901,272.083,393.108
-114800,-4.293,272.834,393.007
-114700,-4.636,273.375,392.906
-114600,-4.866,273.574,392.805
-114500,-4.656,273.772,392.704
-114400,-4.251,273.97,392.603
-114300,-4.351,274.168,392.502
-114200,-4.364,274.366,392.401
-114100,-4.354,274.564,392.3
-114000,-4.516,272.826,392.203
-113900,-4.57,270.662,392.444
-113800,-5.199,268.498,392.685
-113700,-5.463,266.334,392.926
-113600,-5.033,264.17,393.167
-113500,-4.889,262.006,393.408
-113400,-4.853,261.794,393.649
-113300,-4.936,262.342,393.89
-113200,-4.98,262.889,394.131
-113100,-5.48,263.437,394.372
-113000,-5.857,263.984,394.617
-112900,-6.016,264.532,395.179
-112800,-5.884,265.079,395.74
-112700,-5.673,265.627,396.302
-112600,-5.741,266.174,396.864
-112500,-5.883,265.647,397.426
-112400,-5.938,264.8,397.988
-112300,-5.94,263.953,398.55
-112200,-5.94,263.105,399.112
-112100,-5.94,262.258,399.674
-112000,-6.088,261.41,400.24
-111900,-6.343,260.563,401.078
-111800,-6.349,259.715,401.916
-111700,-5.932,258.868,402.754
-111600,-5.68,258.02,403.592
-111500,-5.68,257.173,404.43
-111400,-5.68,256.544,405.268
-111300,-5.68,256.087,406.105
-111200,-5.68,255.63,406.943
-111100,-5.826,255.172,407.781
-111000,-6.07,254.715,408.622
-110900,-6.276,254.258,409.667
-110800,-6.273,253.801,410.712
-110700,-5.753,253.344,411.757
-110600,-5.57,252.886,412.802
-110500,-5.57,252.429,413.847
-110400,-5.573,251.972,414.892
-110300,-5.58,251.515,415.937
-110200,-5.58,251.064,416.982
-110100,-5.574,250.62,418.027
-110000,-5.506,250.175,419.073
-109900,-5.737,249.73,420.24
-109800,-6.249,249.285,421.407
-109700,-6.191,248.84,422.574
-109600,-6.09,248.396,423.741
-109500,-6.09,247.951,424.908
-109400,-6.347,247.506,426.075
-109300,-6.776,247.061,427.242
-109200,-6.79,246.616,428.409
-109100,-6.465,246.172,429.576
-109000,-6.27,245.727,430.743
-108900,-6.277,244.672,431.937
-108800,-6.28,243.579,433.131
-108700,-6.291,242.486,434.325
-108600,-6.467,241.392,435.519
-108500,-6.602,240.299,436.713
-108400,-6.684,239.206,437.907
-108300,-6.71,238.172,439.101
-108200,-6.827,237.815,440.295
-108100,-6.95,237.459,441.489
-108000,-6.936,237.103,442.682
-107900,-6.878,236.746,443.806
-107800,-6.74,236.39,444.93
-107700,-6.518,236.034,446.054
-107600,-6.48,235.677,447.178
-107500,-6.48,235.321,448.302
-107400,-6.268,234.965,449.426
-107300,-5.573,234.609,450.55
-107200,-4.918,234.252,451.674
-107100,-4.4,233.896,452.798
-107000,-4.4,233.54,453.92
-106900,-4.739,233.183,454.882
-106800,-4.985,232.827,455.844
-106700,-4.671,232.471,456.806
-106600,-4.296,232.115,457.768
-106500,-4.147,231.758,458.73
-106400,-4.453,231.402,459.692
-106300,-4.188,231.046,460.654
-106200,-3.568,230.719,461.616
-106100,-2.816,231.345,462.578
-106000,-3.563,231.971,463.538
-105900,-3.836,232.598,464.266
-105800,-3.926,233.224,464.994
-105700,-3.941,233.85,465.722
-105600,-4.494,234.476,466.45
-105500,-4.551,235.103,467.178
-105400,-4.274,235.729,467.906
-105300,-4.141,236.355,468.634
-105200,-4.28,236.839,469.362
-105100,-4.549,236.366,470.09
-105000,-4.803,235.893,470.815
-104900,-4.481,235.421,471.257
-104800,-4.17,234.948,471.699
-104700,-4.244,234.476,472.141
-104600,-4.33,234.003,472.583
-104500,-4.323,233.531,473.025
-104400,-4.374,233.058,473.467
-104300,-4.306,232.585,473.909
-104200,-4.062,232.113,474.351
-104100,-4.128,231.64,474.793
-104000,-4.222,231.168,475.231
-103900,-4.325,230.695,475.367
-103800,-4.478,230.223,475.503
-103700,-4.414,229.75,475.639
-103600,-4.427,229.278,475.775
-103500,-4.504,228.805,475.911
-103400,-3.969,228.332,476.047
-103300,-3.622,228.606,476.183
-103200,-3.737,229.17,476.319
-103100,-2.855,229.734,476.455
-103000,-3.146,230.298,476.588
-102900,-3.155,230.861,476.427
-102800,-2.423,231.425,476.266
-102700,-3.197,231.989,476.105
-102600,-3.016,232.553,475.944
-102500,-2.544,233.117,475.783
-102400,-2.176,233.681,475.622
-102300,-2.433,234.244,475.461
-102200,-2.777,234.808,475.3
-102100,-2.318,235.372,475.139
-102000,-2.081,235.936,474.976
-101900,-2.293,236.5,474.551
-101800,-2.479,236.725,474.126
-101700,-2.301,236.123,473.701
-101600,-2.852,235.521,473.276
-101500,-2.639,234.918,472.851
-101400,-2.712,234.316,472.426
-101300,-2.987,233.713,472.001
-101200,-3.18,233.111,471.576
-101100,-3.294,232.508,471.151
-101000,-3.469,231.906,470.724
-100900,-3.633,231.304,470.092
-100800,-3.477,230.734,469.46
-100700,-3.61,230.229,468.828
-100600,-3.68,229.724,468.196
-100500,-3.399,229.22,467.564
-100400,-3.11,228.715,466.932
-100300,-3.597,228.211,466.3
-100200,-3.964,227.706,465.668
-100100,-3.663,227.202,465.036
-100000,-3.467,226.697,464.403
-99900,-3.49,226.193,463.636
-99800,-3.655,225.958,462.869
-99700,-4.055,226.096,462.102
-99600,-3.93,226.234,461.335
-99500,-3.996,226.372,460.568
-99400,-4.038,226.51,459.801
-99300,-4.102,226.648,459.034
-99200,-4.366,226.786,458.267
-99100,-4.384,226.924,457.5
-99000,-3.832,227.062,456.732
-98900,-4.2,227.2,455.905
-98800,-4.43,227.338,455.078
-98700,-4.645,227.476,454.251
-98600,-3.761,227.614,453.424
-98500,-3.509,227.752,452.597
-98400,-3.747,227.89,451.77
-98300,-4.84,228.028,450.943
-98200,-4.459,228.166,450.116
-98100,-4.768,228.304,449.289
-98000,-5.304,228.442,448.463
-97900,-4.53,228.58,447.652
-97800,-4.112,228.718,446.841
-97700,-3.662,228.856,446.03
-97600,-4.752,228.994,445.219
-97500,-5.07,229.132,444.408
-97400,-4.991,229.27,443.597
-97300,-4.369,229.408,442.786
-97200,-5.001,229.546,441.975
-97100,-4.701,229.684,441.164
-97000,-4.51,229.822,440.353
-96900,-4.51,229.96,439.627
-96800,-4.24,230.098,438.901
-96700,-4.028,230.236,438.175
-96600,-4.298,230.374,437.449
-96500,-4.331,230.512,436.723
-96400,-4.016,230.65,435.998
-96300,-3.782,230.788,435.272
-96200,-3.5,230.926,434.546
-96100,-3.965,231.064,433.82
-96000,-4.157,231.202,433.095
-95900,-3.722,231.34,432.508
-95800,-3.7,231.478,431.921
-95700,-3.835,231.616,431.334
-95600,-4,231.754,430.747
-95500,-4,231.892,430.16
-95400,-3.756,232.03,429.573
-95300,-3.58,232.037,428.986
-95200,-4.875,231.909,428.399
-95100,-4.551,231.781,427.812
-95000,-3.96,231.653,427.226
-94900,-3.833,231.525,426.82
-94800,-4.037,231.397,426.412
-94700,-4.414,231.269,426.006
-94600,-4.193,231.141,425.598
-94500,-3.548,231.013,425.192
-94400,-3.998,230.885,424.785
-94300,-4.86,230.757,424.378
-94200,-4.97,230.628,423.971
-94100,-3.987,230.5,423.564
-94000,-3.33,230.372,423.158
-93900,-3.284,230.244,422.956
-93800,-3.8,230.116,422.754
-93700,-4.622,229.988,422.552
-93600,-5.472,229.86,422.35
-93500,-4.653,229.732,422.148
-93400,-4.679,229.604,421.946
-93300,-4.557,229.476,421.744
-93200,-5.028,229.348,421.542
-93100,-4.572,229.22,421.34
-93000,-4.098,229.092,421.14
-92900,-4.443,228.964,421.149
-92800,-3.899,228.835,421.158
-92700,-4.397,228.707,421.167
-92600,-5.296,228.579,421.176
-92500,-4.869,228.451,421.185
-92400,-4.143,228.08,421.194
-92300,-4.218,227.547,421.203
-92200,-4.679,227.014,421.212
-92100,-5.049,226.481,421.221
-92000,-4.697,225.948,421.232
-91900,-4.836,225.414,421.445
-91800,-4.36,224.881,421.658
-91700,-4.06,224.348,421.871
-91600,-3.953,223.663,422.084
-91500,-3.554,222.963,422.297
-91400,-4.888,222.263,422.51
-91300,-5.768,221.562,422.723
-91200,-5.331,220.862,422.936
-91100,-5.171,220.162,423.149
-91000,-5.003,219.462,423.363
-90900,-4.837,218.762,423.755
-90800,-4.86,218.062,424.147
-90700,-4.688,217.361,424.539
-90600,-5.174,216.661,424.931
-90500,-5.761,215.961,425.323
-90400,-5.653,215.261,425.715
-90300,-5.384,214.561,426.107
-90200,-6.022,213.86,426.499
-90100,-6.306,213.16,426.891
-90000,-5.021,212.46,427.284
-89900,-5.06,211.76,427.819
-89800,-5.413,211.06,428.354
-89700,-5.426,210.36,428.889
-89600,-5.113,209.659,429.424
-89500,-4.86,208.959,429.959
-89400,-5.574,208.259,430.494
-89300,-5.362,208.432,431.029
-89200,-4.835,209.118,431.564
-89100,-4.285,209.804,432.099
-89000,-4.099,210.49,432.635
-88900,-4.496,211.176,433.267
-88800,-4.923,211.862,433.899
-88700,-5.06,212.548,434.531
-88600,-5.054,213.234,435.163
-88500,-5.098,213.92,435.795
-88400,-5.113,214.606,436.427
-88300,-5.12,215.292,437.059
-88200,-5.129,215.978,437.691
-88100,-4.682,216.664,438.323
-88000,-4.43,216.836,438.955
-87900,-4.202,216.515,439.629
-87800,-4.208,216.193,440.303
-87700,-4.531,215.872,440.977
-87600,-3.989,215.55,441.651
-87500,-4.71,215.229,442.325
-87400,-4.049,214.907,442.999
-87300,-3.707,214.586,443.673
-87200,-4.394,214.264,444.347
-87100,-4.45,215.498,445.021
-87000,-4.206,217.12,445.695
-86900,-4.125,218.741,446.354
-86800,-4.282,220.363,447.013
-86700,-4.076,221.985,447.672
-86600,-4.616,223.607,448.331
-86500,-3.959,225.229,448.99
-86400,-3.733,226.851,449.649
-86300,-3.736,228.42,450.308
-86200,-3.564,229.813,450.967
-86100,-3.38,231.206,451.626
-86000,-3.411,232.598,452.284
-85900,-3.524,233.991,452.871
-85800,-3.443,235.383,453.458
-85700,-3.161,236.559,454.045
-85600,-2.623,237.148,454.632
-85500,-2.447,237.737,455.219
-85400,-2.66,238.326,455.806
-85300,-3.197,238.915,456.393
-85200,-3.031,239.504,456.98
-85100,-2.48,240.093,457.567
-85000,-2.795,240.682,458.153
-84900,-3.305,240.959,458.618
-84800,-3.456,240.471,459.083
-84700,-3.012,239.983,459.548
-84600,-2.031,239.496,460.013
-84500,-2.805,239.008,460.478
-84400,-3.931,238.52,460.943
-84300,-3.919,238.033,461.408
-84200,-3.91,237.545,461.873
-84100,-4.255,237.057,462.338
-84000,-4.53,236.569,462.802
-83900,-3.749,236.082,463.103
-83800,-3.206,235.594,463.404
-83700,-3.562,235.106,463.705
-83600,-4.262,234.619,464.006
