dates,reservoir,volume (%),rain (mm/dia)
8/19/2011,Cantareira,83.5,0.1
8/20/2011,Cantareira,83.3,0.8
8/21/2011,Cantareira,83.3,14.8
8/22/2011,Cantareira,83.1,0
8/23/2011,Cantareira,83,2.8
8/24/2011,Cantareira,82.8,0.2
8/25/2011,Cantareira,82.6,0
8/26/2011,Cantareira,82.4,0.3
8/27/2011,Cantareira,82.2,0.3
8/28/2011,Cantareira,81.9,0
8/29/2011,Cantareira,81.7,0
8/30/2011,Cantareira,81.4,0
8/31/2011,Cantareira,81.2,1.6
9/1/2011,Cantareira,81.3,18.7
9/2/2011,Cantareira,81.1,0.1
9/3/2011,Cantareira,80.9,0
9/4/2011,Cantareira,80.6,0.2
9/5/2011,Cantareira,80.4,0.1
9/6/2011,Cantareira,80.3,0
9/7/2011,Cantareira,80,0
9/8/2011,Cantareira,79.7,0.1
9/9/2011,Cantareira,79.5,0
9/10/2011,Cantareira,79.3,0
9/11/2011,Cantareira,79.1,0.1
9/12/2011,Cantareira,78.8,0.1
9/13/2011,Cantareira,78.6,0
9/14/2011,Cantareira,78.3,0.1
9/15/2011,Cantareira,78,0.1
9/16/2011,Cantareira,77.8,0.1
9/17/2011,Cantareira,77.6,0
9/18/2011,Cantareira,77.3,0.1
9/19/2011,Cantareira,77,0.1
9/20/2011,Cantareira,76.8,0
9/21/2011,Cantareira,76.5,0
9/22/2011,Cantareira,76.3,0.4
9/23/2011,Cantareira,76,0.1
9/24/2011,Cantareira,75.7,1.2
9/25/2011,Cantareira,75.4,0.3
9/26/2011,Cantareira,75.2,0
9/27/2011,Cantareira,74.9,0.1
9/28/2011,Cantareira,74.6,0
9/29/2011,Cantareira,74.4,0.1
9/30/2011,Cantareira,74.1,0
10/1/2011,Cantareira,73.8,0
10/2/2011,Cantareira,73.5,0
10/3/2011,Cantareira,73.4,14.1
10/4/2011,Cantareira,73.2,0
10/5/2011,Cantareira,72.9,0
10/6/2011,Cantareira,72.7,0.1
10/7/2011,Cantareira,72.4,0
10/8/2011,Cantareira,72.1,0
10/9/2011,Cantareira,71.9,0.2
10/10/2011,Cantareira,71.7,4.3
10/11/2011,Cantareira,71.5,5.1
10/12/2011,Cantareira,71.3,0
10/13/2011,Cantareira,71.1,2.6
10/14/2011,Cantareira,70.9,8.4
10/15/2011,Cantareira,70.8,6.1
10/16/2011,Cantareira,71.1,33
10/17/2011,Cantareira,71.3,16.9
10/18/2011,Cantareira,71.4,0.4
10/19/2011,Cantareira,71.3,0
10/20/2011,Cantareira,71.2,0
10/21/2011,Cantareira,71,0
10/22/2011,Cantareira,70.8,0
10/23/2011,Cantareira,70.6,0.1
10/24/2011,Cantareira,70.3,3
10/25/2011,Cantareira,70.1,0
10/26/2011,Cantareira,69.9,5.3
10/27/2011,Cantareira,69.6,0
10/28/2011,Cantareira,69.3,0
10/29/2011,Cantareira,69.1,0
10/30/2011,Cantareira,69,19.4
10/31/2011,Cantareira,69.1,4.8
11/1/2011,Cantareira,69,0.2
11/2/2011,Cantareira,68.8,0
11/3/2011,Cantareira,68.6,0
11/4/2011,Cantareira,68.3,0
11/5/2011,Cantareira,68.2,0
11/6/2011,Cantareira,67.9,0
11/7/2011,Cantareira,67.7,0
11/8/2011,Cantareira,67.5,9.5
11/9/2011,Cantareira,67.2,0
11/10/2011,Cantareira,67,1.2
11/11/2011,Cantareira,66.7,0.4
11/12/2011,Cantareira,66.5,0.1
11/13/2011,Cantareira,66.5,4.3
11/14/2011,Cantareira,66.8,53.4
11/15/2011,Cantareira,67.2,13.2
11/16/2011,Cantareira,68.2,50.3
11/17/2011,Cantareira,68.7,0.1
11/18/2011,Cantareira,68.7,0.1
11/19/2011,Cantareira,68.8,0
11/20/2011,Cantareira,68.8,0
11/21/2011,Cantareira,68.7,0
11/22/2011,Cantareira,68.5,0.1
11/23/2011,Cantareira,68.4,13.1
11/24/2011,Cantareira,68.3,0
11/25/2011,Cantareira,68.2,0
11/26/2011,Cantareira,68,0
11/27/2011,Cantareira,68.2,25.6
11/28/2011,Cantareira,68.2,2.4
11/29/2011,Cantareira,68.1,0
11/30/2011,Cantareira,68.1,3.4
12/1/2011,Cantareira,68.1,9.4
12/2/2011,Cantareira,68.1,16.9
12/3/2011,Cantareira,68,0.1
12/4/2011,Cantareira,67.9,1.1
12/5/2011,Cantareira,67.9,2
12/6/2011,Cantareira,67.9,0
12/7/2011,Cantareira,67.9,5.1
12/8/2011,Cantareira,67.8,4.9
12/9/2011,Cantareira,67.9,5.5
12/10/2011,Cantareira,68.4,36.4
12/11/2011,Cantareira,68.8,0
12/12/2011,Cantareira,68.9,0
12/13/2011,Cantareira,68.9,0
12/14/2011,Cantareira,69,0.6
12/15/2011,Cantareira,69,4.1
12/16/2011,Cantareira,69,2.5
12/17/2011,Cantareira,68.8,0
12/18/2011,Cantareira,68.7,0
12/19/2011,Cantareira,68.7,11.2
12/20/2011,Cantareira,68.6,0
12/21/2011,Cantareira,68.5,0.3
12/22/2011,Cantareira,68.3,0
12/23/2011,Cantareira,68.2,1.2
12/24/2011,Cantareira,68,2.1
12/25/2011,Cantareira,68,1.6
12/26/2011,Cantareira,67.8,0.2
12/27/2011,Cantareira,67.6,1.1
12/28/2011,Cantareira,67.5,0
12/29/2011,Cantareira,67.3,2.1
12/30/2011,Cantareira,67.2,0
12/31/2011,Cantareira,67.2,9.6
1/1/2012,Cantareira,67.3,28
1/2/2012,Cantareira,67.8,29.4
1/3/2012,Cantareira,67.9,0
1/4/2012,Cantareira,67.9,0
1/5/2012,Cantareira,67.8,0
1/6/2012,Cantareira,67.9,13.8
1/7/2012,Cantareira,67.9,5.6
1/8/2012,Cantareira,67.9,0.3
1/9/2012,Cantareira,67.9,3.4
1/10/2012,Cantareira,67.9,11.1
1/11/2012,Cantareira,68.1,16.3
1/12/2012,Cantareira,68.1,2.2
1/13/2012,Cantareira,68.3,11.8
1/14/2012,Cantareira,68.4,0.4
1/15/2012,Cantareira,68.5,5.5
1/16/2012,Cantareira,68.8,30.1
1/17/2012,Cantareira,69.5,19.7
1/18/2012,Cantareira,70.5,36.7
1/19/2012,Cantareira,71.4,44.6
1/20/2012,Cantareira,72.3,9.3
1/21/2012,Cantareira,72.7,3
1/22/2012,Cantareira,73.1,8.8
1/23/2012,Cantareira,73.5,1.8
1/24/2012,Cantareira,73.7,2.2
1/25/2012,Cantareira,73.9,3.2
1/26/2012,Cantareira,74,10.7
1/27/2012,Cantareira,74.3,10.8
1/28/2012,Cantareira,74.8,27.9
1/29/2012,Cantareira,75.3,0.1
1/30/2012,Cantareira,75.7,0
1/31/2012,Cantareira,75.8,0
2/1/2012,Cantareira,76,0
2/2/2012,Cantareira,76,0.2
2/3/2012,Cantareira,76.1,0
2/4/2012,Cantareira,76.2,0
2/5/2012,Cantareira,76.1,0
2/6/2012,Cantareira,76,0
2/7/2012,Cantareira,75.9,0
2/8/2012,Cantareira,75.8,0
2/9/2012,Cantareira,75.8,0
2/10/2012,Cantareira,75.6,0
2/11/2012,Cantareira,75.6,15.5
2/12/2012,Cantareira,76.1,20
2/13/2012,Cantareira,76.6,7.8
2/14/2012,Cantareira,76.7,0.5
2/15/2012,Cantareira,76.7,0.1
2/16/2012,Cantareira,76.7,0
2/17/2012,Cantareira,76.7,0
2/18/2012,Cantareira,76.6,5.3
2/19/2012,Cantareira,76.5,0
2/20/2012,Cantareira,76.5,5.8
2/21/2012,Cantareira,76.5,4.6
2/22/2012,Cantareira,76.6,6.4
2/23/2012,Cantareira,76.5,0
2/24/2012,Cantareira,76.5,10.4
2/25/2012,Cantareira,76.4,0.3
2/26/2012,Cantareira,76.4,2.5
2/27/2012,Cantareira,76.5,12.6
2/28/2012,Cantareira,76.5,3.5
2/29/2012,Cantareira,76.5,0
3/1/2012,Cantareira,76.4,0
3/2/2012,Cantareira,76.3,0.3
3/3/2012,Cantareira,76.5,0.3
3/4/2012,Cantareira,76.4,0.6
3/5/2012,Cantareira,76.3,0
3/6/2012,Cantareira,76.3,0
3/7/2012,Cantareira,76.1,0
3/8/2012,Cantareira,76,0
3/9/2012,Cantareira,75.8,0
3/10/2012,Cantareira,75.6,0
3/11/2012,Cantareira,75.8,16.6
3/12/2012,Cantareira,75.7,0.9
3/13/2012,Cantareira,75.5,0.2
3/14/2012,Cantareira,75.4,2.2
3/15/2012,Cantareira,75.3,0.1
3/16/2012,Cantareira,75.4,9.4
3/17/2012,Cantareira,75.2,3.3
3/18/2012,Cantareira,75.2,0.1
3/19/2012,Cantareira,75,0
3/20/2012,Cantareira,74.9,0
3/21/2012,Cantareira,74.8,0
3/22/2012,Cantareira,74.6,0.1
3/23/2012,Cantareira,74.7,17.8
3/24/2012,Cantareira,74.6,0.5
3/25/2012,Cantareira,74.5,3.5
3/26/2012,Cantareira,74.5,0
3/27/2012,Cantareira,74.4,0.2
3/28/2012,Cantareira,74.4,6.7
3/29/2012,Cantareira,74.4,15.1
3/30/2012,Cantareira,74.3,0.1
3/31/2012,Cantareira,74.2,0
4/1/2012,Cantareira,74.1,0
4/2/2012,Cantareira,73.9,2
4/3/2012,Cantareira,73.8,0
4/4/2012,Cantareira,73.8,2.6
4/5/2012,Cantareira,73.7,2.1
4/6/2012,Cantareira,73.5,0.1
4/7/2012,Cantareira,73.4,0
4/8/2012,Cantareira,73.3,0
4/9/2012,Cantareira,73.2,0.6
4/10/2012,Cantareira,73,0
4/11/2012,Cantareira,72.9,0.3
4/12/2012,Cantareira,72.7,10.1
4/13/2012,Cantareira,72.6,3.8
4/14/2012,Cantareira,72.6,0.4
4/15/2012,Cantareira,72.5,1
4/16/2012,Cantareira,72.4,6.4
4/17/2012,Cantareira,72.3,0
4/18/2012,Cantareira,72.2,0
4/19/2012,Cantareira,72,0
4/20/2012,Cantareira,71.8,0
4/21/2012,Cantareira,71.7,20
4/22/2012,Cantareira,72.2,22.3
4/23/2012,Cantareira,72.5,0.3
4/24/2012,Cantareira,72.5,0.1
4/25/2012,Cantareira,72.4,0
4/26/2012,Cantareira,72.3,0
4/27/2012,Cantareira,72.4,17.2
4/28/2012,Cantareira,72.4,1.5
4/29/2012,Cantareira,72.3,6.2
4/30/2012,Cantareira,72.5,22.3
5/1/2012,Cantareira,73.4,32.9
5/2/2012,Cantareira,73.7,0.1
5/3/2012,Cantareira,74,0.1
5/4/2012,Cantareira,74,0.1
5/5/2012,Cantareira,74,0
5/6/2012,Cantareira,74,0.1
5/7/2012,Cantareira,73.9,0
5/8/2012,Cantareira,73.8,0
5/9/2012,Cantareira,73.7,0
5/10/2012,Cantareira,73.6,0.1
5/11/2012,Cantareira,73.5,0.1
5/12/2012,Cantareira,73.4,2
5/13/2012,Cantareira,73.3,0.6
5/14/2012,Cantareira,73.2,0
5/15/2012,Cantareira,73.2,7.7
5/16/2012,Cantareira,73.2,1.5
5/17/2012,Cantareira,73.2,0.1
5/18/2012,Cantareira,73,0
5/19/2012,Cantareira,72.9,0
5/20/2012,Cantareira,72.8,0.1
5/21/2012,Cantareira,72.7,0
5/22/2012,Cantareira,72.5,0.2
5/23/2012,Cantareira,72.4,0
5/24/2012,Cantareira,72.2,0.1
5/25/2012,Cantareira,72.2,11
5/26/2012,Cantareira,72.3,4.2
5/27/2012,Cantareira,72.2,0.1
5/28/2012,Cantareira,72.1,0.1
5/29/2012,Cantareira,72,0.1
5/30/2012,Cantareira,71.9,0.1
5/31/2012,Cantareira,71.7,0.2
6/1/2012,Cantareira,71.5,0.1
6/2/2012,Cantareira,71.6,16.4
6/3/2012,Cantareira,71.5,0.1
6/4/2012,Cantareira,71.3,0.1
6/5/2012,Cantareira,71.3,18.4
6/6/2012,Cantareira,71.7,34.8
6/7/2012,Cantareira,72,12.5
6/8/2012,Cantareira,72.2,3.5
6/9/2012,Cantareira,72.4,16
6/10/2012,Cantareira,72.5,0.1
6/11/2012,Cantareira,72.5,0.3
6/12/2012,Cantareira,72.8,24.6
6/13/2012,Cantareira,73,0.1
6/14/2012,Cantareira,73,0
6/15/2012,Cantareira,72.9,0
6/16/2012,Cantareira,72.8,0.1
6/17/2012,Cantareira,72.8,0.2
6/18/2012,Cantareira,72.7,0.1
6/19/2012,Cantareira,72.6,0.1
6/20/2012,Cantareira,72.7,31.8
6/21/2012,Cantareira,73.3,18.6
6/22/2012,Cantareira,74,23.8
6/23/2012,Cantareira,74.7,0
6/24/2012,Cantareira,75.1,0
6/25/2012,Cantareira,75.3,0
6/26/2012,Cantareira,75.3,0
6/27/2012,Cantareira,75.3,0
6/28/2012,Cantareira,75.4,0.1
6/29/2012,Cantareira,75.3,0.1
6/30/2012,Cantareira,75.3,0.1
7/1/2012,Cantareira,75.3,0
7/2/2012,Cantareira,75.2,0
7/3/2012,Cantareira,75.1,0.1
7/4/2012,Cantareira,75.1,0.1
7/5/2012,Cantareira,74.9,0.1
7/6/2012,Cantareira,74.8,0.1
7/7/2012,Cantareira,74.7,0.1
7/8/2012,Cantareira,74.7,12.2
7/9/2012,Cantareira,74.7,0.2
7/10/2012,Cantareira,74.6,0
7/11/2012,Cantareira,74.6,0
7/12/2012,Cantareira,74.5,0
7/13/2012,Cantareira,74.4,4.2
7/14/2012,Cantareira,74.3,0.1
7/15/2012,Cantareira,74.2,0.1
7/16/2012,Cantareira,74.1,0
7/17/2012,Cantareira,74.1,10.1
7/18/2012,Cantareira,74.5,25
7/19/2012,Cantareira,74.8,0
7/20/2012,Cantareira,75,0.1
7/21/2012,Cantareira,75,0.1
7/22/2012,Cantareira,74.9,0
7/23/2012,Cantareira,74.9,0.1
7/24/2012,Cantareira,74.8,0
7/25/2012,Cantareira,74.7,0
7/26/2012,Cantareira,74.6,0.1
7/27/2012,Cantareira,74.5,0
7/28/2012,Cantareira,74.4,0
7/29/2012,Cantareira,74.3,0
7/30/2012,Cantareira,74.1,0.1
7/31/2012,Cantareira,74,0.2
8/1/2012,Cantareira,73.9,0
8/2/2012,Cantareira,73.7,0.1
8/3/2012,Cantareira,73.6,0
8/4/2012,Cantareira,73.5,0.1
8/5/2012,Cantareira,73.3,0.1
8/6/2012,Cantareira,73.2,0.1
8/7/2012,Cantareira,73,0
8/8/2012,Cantareira,72.8,0.1
8/9/2012,Cantareira,72.7,0
8/10/2012,Cantareira,72.5,0
8/11/2012,Cantareira,72.3,0
8/12/2012,Cantareira,72.1,0
8/13/2012,Cantareira,72,0.1
8/14/2012,Cantareira,71.8,0
8/15/2012,Cantareira,71.6,0
8/16/2012,Cantareira,71.4,0
8/17/2012,Cantareira,71.2,0
8/18/2012,Cantareira,71.1,0.1
8/19/2012,Cantareira,70.9,0
8/20/2012,Cantareira,70.7,0
8/21/2012,Cantareira,70.4,0
8/22/2012,Cantareira,70.3,0
8/23/2012,Cantareira,70,0
8/24/2012,Cantareira,69.9,0
8/25/2012,Cantareira,69.6,0.1
8/26/2012,Cantareira,69.4,0
8/27/2012,Cantareira,69.3,0
8/28/2012,Cantareira,69,0
8/29/2012,Cantareira,68.8,0.1
8/30/2012,Cantareira,68.5,0
8/31/2012,Cantareira,68.3,0
9/1/2012,Cantareira,68,0
9/2/2012,Cantareira,67.8,0
9/3/2012,Cantareira,67.5,0
9/4/2012,Cantareira,67.3,0
9/5/2012,Cantareira,67.1,0
9/6/2012,Cantareira,66.9,0
9/7/2012,Cantareira,66.6,0
9/8/2012,Cantareira,66.4,0.2
9/9/2012,Cantareira,66.2,0
9/10/2012,Cantareira,66,0
9/11/2012,Cantareira,65.7,0
9/12/2012,Cantareira,65.4,0
9/13/2012,Cantareira,65.2,0
9/14/2012,Cantareira,64.9,0.4
9/15/2012,Cantareira,64.8,0.9
9/16/2012,Cantareira,64.5,0.2
9/17/2012,Cantareira,64.2,0.1
9/18/2012,Cantareira,64,0.1
9/19/2012,Cantareira,63.7,0
9/20/2012,Cantareira,63.4,1.8
9/21/2012,Cantareira,63.3,0.9
9/22/2012,Cantareira,63.1,5.4
9/23/2012,Cantareira,62.8,0
9/24/2012,Cantareira,62.6,0
9/25/2012,Cantareira,62.4,1.1
9/26/2012,Cantareira,62.2,2
9/27/2012,Cantareira,62.1,0.4
9/28/2012,Cantareira,61.8,0
9/29/2012,Cantareira,61.5,0
9/30/2012,Cantareira,61.2,0
10/1/2012,Cantareira,61,0
10/2/2012,Cantareira,60.8,0
10/3/2012,Cantareira,60.6,2.5
10/4/2012,Cantareira,60.3,0.4
10/5/2012,Cantareira,60,1.2
10/6/2012,Cantareira,59.9,19.9
10/7/2012,Cantareira,59.7,0.1
10/8/2012,Cantareira,59.4,0
10/9/2012,Cantareira,59.2,0
10/10/2012,Cantareira,58.9,0
10/11/2012,Cantareira,58.6,0.2
10/12/2012,Cantareira,58.3,4
10/13/2012,Cantareira,58.2,12.7
10/14/2012,Cantareira,58,0.9
10/15/2012,Cantareira,57.8,0
10/16/2012,Cantareira,57.6,0
10/17/2012,Cantareira,57.4,4.4
10/18/2012,Cantareira,57.2,1.6
10/19/2012,Cantareira,56.9,0
10/20/2012,Cantareira,56.8,2.6
10/21/2012,Cantareira,56.6,2.8
10/22/2012,Cantareira,56.5,2.1
10/23/2012,Cantareira,56.3,0
10/24/2012,Cantareira,56.4,29.5
10/25/2012,Cantareira,56.3,0.1
10/26/2012,Cantareira,56.2,0
10/27/2012,Cantareira,56.2,0.4
10/28/2012,Cantareira,56,0.1
10/29/2012,Cantareira,56,23.3
10/30/2012,Cantareira,55.9,0.1
10/31/2012,Cantareira,55.7,0
11/1/2012,Cantareira,55.4,8.2
11/2/2012,Cantareira,55.2,0.1
11/3/2012,Cantareira,54.9,0.1
11/4/2012,Cantareira,54.6,0.5
11/5/2012,Cantareira,54.4,0
11/6/2012,Cantareira,54.2,0
11/7/2012,Cantareira,54,0
11/8/2012,Cantareira,53.7,4
11/9/2012,Cantareira,53.5,0
11/10/2012,Cantareira,53.4,16
11/11/2012,Cantareira,53.3,5.4
11/12/2012,Cantareira,53.2,27
11/13/2012,Cantareira,53.3,6.3
11/14/2012,Cantareira,53.1,2.2
11/15/2012,Cantareira,53,0
11/16/2012,Cantareira,52.7,0.1
11/17/2012,Cantareira,52.6,0.1
11/18/2012,Cantareira,52.3,0
11/19/2012,Cantareira,52.1,0
11/20/2012,Cantareira,51.9,36.3
11/21/2012,Cantareira,51.8,0.8
11/22/2012,Cantareira,51.6,0
11/23/2012,Cantareira,51.4,0.1
11/24/2012,Cantareira,51.2,0
11/25/2012,Cantareira,51,13.3
11/26/2012,Cantareira,50.9,1.3
11/27/2012,Cantareira,50.7,0.3
11/28/2012,Cantareira,50.6,2
11/29/2012,Cantareira,50.3,0
11/30/2012,Cantareira,50.1,0
12/1/2012,Cantareira,49.9,0
12/2/2012,Cantareira,49.7,12.4
12/3/2012,Cantareira,49.5,4.6
12/4/2012,Cantareira,49.5,0
12/5/2012,Cantareira,49.3,0
12/6/2012,Cantareira,49.1,1.5
12/7/2012,Cantareira,48.9,0.4
12/8/2012,Cantareira,48.7,0.1
12/9/2012,Cantareira,48.4,0.6
12/10/2012,Cantareira,48.2,0
12/11/2012,Cantareira,48,0
12/12/2012,Cantareira,47.8,0.1
12/13/2012,Cantareira,47.6,7.3
12/14/2012,Cantareira,47.4,2.6
12/15/2012,Cantareira,47.6,46.1
12/16/2012,Cantareira,47.7,16.3
12/17/2012,Cantareira,47.7,6.6
12/18/2012,Cantareira,47.8,9.8
12/19/2012,Cantareira,47.7,0.1
12/20/2012,Cantareira,47.8,15.4
12/21/2012,Cantareira,47.8,24.5
12/22/2012,Cantareira,48,3.1
12/23/2012,Cantareira,47.9,2.5
12/24/2012,Cantareira,47.8,0.2
12/25/2012,Cantareira,47.9,13
12/26/2012,Cantareira,47.8,0
12/27/2012,Cantareira,47.7,4.7
12/28/2012,Cantareira,47.7,15.2
12/29/2012,Cantareira,47.6,0
12/30/2012,Cantareira,47.7,35.5
12/31/2012,Cantareira,48.5,34.2
1/1/2013,Cantareira,48.8,0.8
1/2/2013,Cantareira,48.8,0.1
1/3/2013,Cantareira,48.8,3.3
1/4/2013,Cantareira,48.7,0.5
1/5/2013,Cantareira,48.7,9.2
1/6/2013,Cantareira,48.6,0.1
1/7/2013,Cantareira,48.5,4.3
1/8/2013,Cantareira,48.4,0
1/9/2013,Cantareira,48.3,0.8
1/10/2013,Cantareira,48.3,19.1
1/11/2013,Cantareira,48.9,20.3
1/12/2013,Cantareira,49.2,0
1/13/2013,Cantareira,49.7,17.8
1/14/2013,Cantareira,50.2,21.2
1/15/2013,Cantareira,50.7,4
1/16/2013,Cantareira,51.1,4.4
1/17/2013,Cantareira,51.6,15.2
1/18/2013,Cantareira,51.8,0
1/19/2013,Cantareira,51.9,0
1/20/2013,Cantareira,52,7.1
1/21/2013,Cantareira,52.1,0
1/22/2013,Cantareira,52.1,1.9
1/23/2013,Cantareira,52,0.1
1/24/2013,Cantareira,52.1,7.9
1/25/2013,Cantareira,52.3,0.2
1/26/2013,Cantareira,52.2,6.2
1/27/2013,Cantareira,52.3,1.8
1/28/2013,Cantareira,52.3,0.4
1/29/2013,Cantareira,52.4,0.1
1/30/2013,Cantareira,52.4,0
1/31/2013,Cantareira,52.3,0
2/1/2013,Cantareira,52.3,0
2/2/2013,Cantareira,52.4,15.6
2/3/2013,Cantareira,52.3,1
2/4/2013,Cantareira,52.4,18.3
2/5/2013,Cantareira,52.6,5.5
2/6/2013,Cantareira,52.6,0
2/7/2013,Cantareira,52.7,9.1
2/8/2013,Cantareira,53.1,10.4
2/9/2013,Cantareira,53.6,25.9
2/10/2013,Cantareira,54.1,11.8
2/11/2013,Cantareira,54.7,28.2
2/12/2013,Cantareira,54.9,3.5
2/13/2013,Cantareira,55.1,7.7
2/14/2013,Cantareira,55.4,10.5
2/15/2013,Cantareira,55.7,8.8
2/16/2013,Cantareira,56,2.6
2/17/2013,Cantareira,56.2,11.4
2/18/2013,Cantareira,56.3,0
2/19/2013,Cantareira,56.6,6.5
2/20/2013,Cantareira,56.8,7.5
2/21/2013,Cantareira,56.8,6.8
2/22/2013,Cantareira,56.7,0
2/23/2013,Cantareira,56.8,15.6
2/24/2013,Cantareira,56.8,16.4
2/25/2013,Cantareira,56.9,0
2/26/2013,Cantareira,56.9,0.9
2/27/2013,Cantareira,57.1,24.8
2/28/2013,Cantareira,57,0.4
3/1/2013,Cantareira,57,0
3/2/2013,Cantareira,57.1,0
3/3/2013,Cantareira,57.1,0
3/4/2013,Cantareira,57.1,0
3/5/2013,Cantareira,57.1,0
3/6/2013,Cantareira,57,3.1
3/7/2013,Cantareira,57,12.1
3/8/2013,Cantareira,57.1,9.6
3/9/2013,Cantareira,57.1,0.2
3/10/2013,Cantareira,57.5,22.6
3/11/2013,Cantareira,57.9,13.7
3/12/2013,Cantareira,58.1,9.6
3/13/2013,Cantareira,58.4,8.1
3/14/2013,Cantareira,58.6,5.3
3/15/2013,Cantareira,58.7,0.3
3/16/2013,Cantareira,58.7,0.8
3/17/2013,Cantareira,58.9,11.6
3/18/2013,Cantareira,59.4,11.1
3/19/2013,Cantareira,59.8,3.3
3/20/2013,Cantareira,60.1,3.7
3/21/2013,Cantareira,60.4,4.8
3/22/2013,Cantareira,60.7,4.1
3/23/2013,Cantareira,60.9,0
3/24/2013,Cantareira,61.1,0
3/25/2013,Cantareira,61.4,2.8
3/26/2013,Cantareira,61.6,0
3/27/2013,Cantareira,61.8,3.7
3/28/2013,Cantareira,61.9,0
3/29/2013,Cantareira,62,0
3/30/2013,Cantareira,62,0
3/31/2013,Cantareira,62.1,0
4/1/2013,Cantareira,61.9,0
4/2/2013,Cantareira,61.9,0
4/3/2013,Cantareira,61.9,5.6
4/4/2013,Cantareira,62,2.9
4/5/2013,Cantareira,62,4.4
4/6/2013,Cantareira,62.5,16.2
4/7/2013,Cantareira,62.6,0
4/8/2013,Cantareira,62.8,5.3
4/9/2013,Cantareira,62.9,0
4/10/2013,Cantareira,63,0
4/11/2013,Cantareira,63.1,0
4/12/2013,Cantareira,63.1,0
4/13/2013,Cantareira,63.2,13.5
4/14/2013,Cantareira,63.6,16.8
4/15/2013,Cantareira,63.8,0.1
4/16/2013,Cantareira,63.8,0.2
4/17/2013,Cantareira,63.9,0.1
4/18/2013,Cantareira,63.9,0.2
4/19/2013,Cantareira,63.8,0
4/20/2013,Cantareira,63.7,0
4/21/2013,Cantareira,63.8,0.1
4/22/2013,Cantareira,63.7,0
4/23/2013,Cantareira,63.5,0
4/24/2013,Cantareira,63.5,0
4/25/2013,Cantareira,63.4,0
4/26/2013,Cantareira,63.3,0
4/27/2013,Cantareira,63.2,0.1
4/28/2013,Cantareira,63.1,0.1
4/29/2013,Cantareira,63,0
4/30/2013,Cantareira,62.8,0
5/1/2013,Cantareira,62.8,0
5/2/2013,Cantareira,62.6,0
5/3/2013,Cantareira,62.5,0
5/4/2013,Cantareira,62.4,0.1
5/5/2013,Cantareira,62.3,0
5/6/2013,Cantareira,62.1,1.6
5/7/2013,Cantareira,62,0.1
5/8/2013,Cantareira,61.9,0.1
5/9/2013,Cantareira,61.8,0
5/10/2013,Cantareira,61.6,0.1
5/11/2013,Cantareira,61.5,0.1
5/12/2013,Cantareira,61.3,0.1
5/13/2013,Cantareira,61.2,0.1
5/14/2013,Cantareira,61,0.1
5/15/2013,Cantareira,60.9,0.1
5/16/2013,Cantareira,60.8,0
5/17/2013,Cantareira,60.6,0.1
5/18/2013,Cantareira,60.4,0
5/19/2013,Cantareira,60.2,0
5/20/2013,Cantareira,60,0
5/21/2013,Cantareira,59.9,0
5/22/2013,Cantareira,59.7,0.1
5/23/2013,Cantareira,59.6,7.9
5/24/2013,Cantareira,59.5,0.1
5/25/2013,Cantareira,59.3,0
5/26/2013,Cantareira,59.2,0
5/27/2013,Cantareira,59,0.2
5/28/2013,Cantareira,59,6.1
5/29/2013,Cantareira,59,13
5/30/2013,Cantareira,59.1,7.9
5/31/2013,Cantareira,59.2,0
6/1/2013,Cantareira,59.2,0.1
6/2/2013,Cantareira,59.1,0.1
6/3/2013,Cantareira,59.1,13.9
6/4/2013,Cantareira,59,0.1
6/5/2013,Cantareira,58.9,0.1
6/6/2013,Cantareira,58.9,0.1
6/7/2013,Cantareira,58.8,0.1
6/8/2013,Cantareira,58.6,0.1
6/9/2013,Cantareira,58.5,0
6/10/2013,Cantareira,58.3,0.1
6/11/2013,Cantareira,58.2,0.1
6/12/2013,Cantareira,58.1,3.6
6/13/2013,Cantareira,58.1,6.1
6/14/2013,Cantareira,58,0.1
6/15/2013,Cantareira,57.9,0.1
6/16/2013,Cantareira,57.7,0.1
6/17/2013,Cantareira,57.7,9.8
6/18/2013,Cantareira,57.5,0.3
6/19/2013,Cantareira,57.4,0.2
6/20/2013,Cantareira,57.3,0.1
6/21/2013,Cantareira,57.1,0.1
6/22/2013,Cantareira,57,0
6/23/2013,Cantareira,56.8,0.1
6/24/2013,Cantareira,56.7,0.3
6/25/2013,Cantareira,56.6,2.8
6/26/2013,Cantareira,56.7,17.2
6/27/2013,Cantareira,56.7,4
6/28/2013,Cantareira,56.6,0.1
6/29/2013,Cantareira,56.4,0.1
6/30/2013,Cantareira,56.3,0.6
7/1/2013,Cantareira,56.5,16.6
7/2/2013,Cantareira,56.5,14.1
7/3/2013,Cantareira,56.6,0.1
7/4/2013,Cantareira,56.5,0
7/5/2013,Cantareira,56.5,0.1
7/6/2013,Cantareira,56.3,0.1
7/7/2013,Cantareira,56.2,0.1
7/8/2013,Cantareira,56.1,0.2
7/9/2013,Cantareira,56,0.2
7/10/2013,Cantareira,55.9,0
7/11/2013,Cantareira,55.7,0.1
7/12/2013,Cantareira,55.5,0.1
7/13/2013,Cantareira,55.3,0
7/14/2013,Cantareira,55.2,0.1
7/15/2013,Cantareira,55,1.5
7/16/2013,Cantareira,54.9,0
7/17/2013,Cantareira,54.7,0.1
